Gene1,Gene2,EdgeWeight
FOXP1,TBC1D4,0.34694344
SOX2,GNG11,0.3469539
SOX2,TMEM64,0.34696984
ZFP42,DLC1,0.3470039
GATA3,COBLL1,0.34703553
DNMT3B,ZNF764,0.34704068
GATA3,NFYB,0.34719077
CTNNB1,NRP2,0.3471989
STAT3,FOXK1,0.3472991
BCL11A,FAM89A,0.34731534
GATA6,AIP,0.34735835
JUND,PGR,0.3475855
GATA6,SEMA6A,0.34767413
SMAD2,ESPL1,0.34775937
STAT3,CA2,0.34788138
FOXP1,LRAT,0.34796938
SMAD2,SAMD3,0.34804437
AR,CRABP2,0.34815407
FOXP1,ZNF280B,0.3482006
OTX2,YAF2,0.34821644
PRDM1,SALL2,0.34832546
ZFP42,BTF3,0.34841013
HAND2,ENO1,0.34841937
NANOG,GINS2,0.34843796
PRDM1,PHF21A,0.3485046
KLF5,POLR1A,0.3485238
GATA2,ZNF764,0.3485462
JUND,LIMD1,0.34855044
GATA2,NCAPG,0.34856698
GATA2,THY1,0.3486219
STAT3,GATA4,0.348657
FOXH1,SMG6,0.34883153
AR,YBX1,0.34886295
TEAD4,ZNF512,0.34889406
PRDM1,PURA,0.34906077
TRIM28,ESRRG,0.3490957
TRIM28,BCLAF1,0.34910524
OTX2,CYP26A1,0.34914938
MLLT3,ANKRD50,0.34932894
SOX2,MAML3,0.34942424
HAND2,PRSS35,0.3494549
SNAI2,ZNF239,0.34949666
MLLT3,MAPK10,0.3496086
POU5F1,CEP85L,0.3496198
GATA4,MFAP4,0.34963647
GATA3,PITX2,0.34964317
GATA4,GCA,0.3496721
CTNNB1,CD9,0.3498275
SOX17,GTF3C4,0.34985453
FOXH1,POLR2I,0.3499593
TP53,POLR2K,0.35001752
AR,REL,0.35019308
TRIM28,ERCC-00025,0.35021153
NANOG,MXI1,0.35034978
EZH2,TP53,0.35041946
JUND,SFMBT1,0.35052407
FOXH1,TMEM38B,0.3505379
SMAD2,KAT7,0.3505491
FOXH1,ATF6,0.35059705
POU5F1,TLE1,0.350709
GATA2,ANKRD1,0.3507353
BCL11A,ANKZF1,0.35074818
TEAD4,RARG,0.35075969
CTNNB1,KHSRP,0.35079703
MLLT3,DECR1,0.35093224
FOXH1,TLE2,0.35095283
PRDM1,SEMA3A,0.35109612
STAT3,PDCD4,0.35112363
TFAP2A,ARNT2,0.3512018
TRIM28,NLGN4X,0.3512097
GATA6,HNRNPD,0.3512253
TEAD4,TBC1D4,0.35123673
EZH2,SMARCD3,0.35124883
SOX2,ETV4,0.35129035
JUND,YAF2,0.35130277
GATA3,GTF2H2,0.3513918
GATA2,UNC5D,0.35159656
MLLT3,MYCN,0.35161814
SMAD2,ERCC-00025,0.35165995
FOXP1,AEBP1,0.35166705
TEAD4,TSPAN12,0.3516962
MLLT3,EZH2,0.35170734
EGR1,PDLIM3,0.35174203
STAT3,RARG,0.3518244
TRIM28,HOXB4,0.35196668
SMAD2,PDGFA,0.35197735
SNAI2,CHAF1A,0.3519918
BCL11A,HESX1,0.35208458
STAT3,MSX1,0.35209823
HAND2,NRP1,0.35218194
EGR1,KLF8,0.35222352
SOX2,TRIM2,0.35224035
OTX2,COBLL1,0.35224074
SNAI2,STAT2,0.3522647
MLLT3,PPT2,0.35231984
MXI1,POU2F1,0.35250545
SNAI2,TTN,0.3525995
OTX2,PPAPDC1A,0.35261008
POU5F1,KLF7,0.35269615
AR,PDCD11,0.3527259
GATA6,TBX20,0.35275042
SOX17,LRR1,0.3527544
SOX17,TMEM131,0.35281804
GATA6,SMAD6,0.35283524
BCL11A,CNKSR3,0.35289353
TEAD4,ZCCHC11,0.35302097
SOX17,THAP9,0.35303855
HAND2,BMPR1A,0.3531405
LEF1,RMI1,0.3531543
MLLT3,SUPT16H,0.35325858
ZFP42,MYCN,0.35328856
BCL11A,TCF7L1,0.3533907
EZH2,FEZ1,0.35345817
FOXP1,SUPT16H,0.35349122
TCF4,KLHL24,0.3535523
EZH2,YBX1,0.35369742
MXI1,AR,0.35379833
GATA4,MPHOSPH9,0.3538438
TCF4,SLC35A3,0.3538637
FOXH1,PFKFB2,0.35392937
HAND2,ETV1,0.35394672
TCF4,HOPX,0.35398275
TCF4,EPB41L3,0.35409862
SNAI2,TCEA1,0.35411313
EOMES,ALCAM,0.35420614
SNAI2,POLR2G,0.3542515
ZFP42,OXTR,0.35427782
FOXH1,ATP2B4,0.35428974
TEAD4,INSIG2,0.35431364
AR,GDAP1,0.35444602
JUND,TRIM28,0.35445052
GATA4,ERCC-00009,0.35456067
SNAI2,SOX5,0.35464486
TP53,MEIS1,0.3547576
HAND2,PRPS2,0.35478014
FOXH1,NUSAP1,0.3548388
TEAD4,SENP7,0.3549471
GATA4,ARL4A,0.35501128
STAT3,E2F3,0.35512036
ZFP42,NR2C1,0.35514686
MLLT3,NAP1L3,0.35518163
HAND2,NPM1,0.355215
NANOG,PRICKLE1,0.3552932
BCL11A,FAM135A,0.3553806
FOXH1,ILF2,0.35542527
SMAD2,NCAM1,0.35552168
PRDM1,ANXA3,0.35556385
FOXH1,DPH2,0.3556497
TCF4,CITED2,0.35571197
KLF5,PATZ1,0.35574588
SOX2,MDM4,0.35575092
GATA6,LRIG3,0.35578388
TP53,LIPG,0.3558426
TP53,ZNF587,0.35595247
CTNNB1,ENC1,0.35595936
TEAD4,MIF,0.35600126
EGR1,SMARCD3,0.3560076
OTX2,RNF19A,0.3560157
JUND,PLAGL1,0.35603374
TFAP2A,SLC35A3,0.35608822
CTNNB1,KLF7,0.3560896
SNAI2,ARHGAP28,0.3560984
EGR1,SH3BGRL,0.35613483
SNAI2,TEX10,0.3562839
FOXP1,HIST1H1B,0.35633034
TCF4,GATA2,0.3563314
TRIM28,CAP2,0.3563341
DNMT3B,SCD5,0.35641462
GATA4,ERCC-00112,0.35642952
SOX17,NFATC1,0.3565279
NANOG,TIMP3,0.35655275
JUND,APOBEC3G,0.3566898
TEAD4,RUVBL2,0.35672817
PRDM1,SLA2,0.3567816
MLLT3,SEMA6D,0.3568703
FOXH1,SKIL,0.3569991
TEAD4,QPCT,0.3572218
JUND,FAM89A,0.35726014
OTX2,LMO3,0.35726595
MLLT3,GPC3,0.35729352
GATA4,SULF2,0.35739002
ZFP42,VHL,0.3573914
SOX2,RSPO3,0.3574089
SOX2,DPH2,0.35753492
TFAP2A,AIRE,0.35753518
TFAP2A,MEF2D,0.3576213
MXI1,ASXL1,0.3577582
TCF4,ZIC3,0.35776693
SOX2,SRSF10,0.35788727
TCF4,SYNC,0.3578894
FOXH1,NFKBIB,0.35792196
TCF4,LGR5,0.3579536
JUND,HESX1,0.3579681
FOXH1,MLF1IP,0.35800397
ZFP42,POLR2D,0.3580788
TP53,AEBP1,0.35814685
PRDM1,LIMD1,0.3582585
NANOG,SALL3,0.35831302
MLLT3,SIPA1L2,0.35832638
EOMES,RTKN2,0.35835326
OTX2,HOXB6,0.35855138
HAND2,DLGAP5,0.35856983
DNMT3B,RUNX1,0.3587083
TRIM28,CYP26A1,0.35871702
JUND,TRPS1,0.35880858
TFAP2A,MANEA,0.35884407
HAND2,ST8SIA4,0.358946
FOXP1,TMSB15B,0.3590461
EOMES,ANKZF1,0.35910413
TRIM28,MXD4,0.35913473
MXI1,LIN28A,0.35928518
MLLT3,ARHGAP28,0.35941285
ZFP42,ESPL1,0.3594188
PRDM1,CASD1,0.35948133
SNAI2,SLC39A11,0.35949042
MXI1,COLEC12,0.3595082
EGR1,MEIS1,0.35958952
GATA3,SENP7,0.35959154
KLF5,POLR2G,0.35965955
SNAI2,RFESD,0.35973173
GATA2,BARX2,0.3597516
SNAI2,FLRT3,0.35994264
MXI1,CA2,0.35995886
CTNNB1,ZNF280B,0.36006394
LEF1,PFKFB2,0.36016583
EOMES,CITED2,0.36021715
GATA4,GINS2,0.36021942
GATA6,WDR5,0.3602701
DNMT3B,ANXA3,0.36033702
TP53,PBX1,0.3603574
LEF1,SRSF2,0.36048758
SNAI2,JPH1,0.36049747
STAT3,THAP9,0.36067358
GATA4,DNAAF2,0.36076042
PRDM1,TGFBR3,0.3607893
ZFP42,MIA3,0.3608095
PRDM1,U2AF1,0.3609129
TFAP2A,TRIM25,0.3609213
SMAD2,PGR,0.36096084
BCL11A,TCF4,0.3609692
FOXP1,DCAF6,0.36120993
JUND,ZBTB10,0.3613209
TFAP2A,GTF3C4,0.3614085
GATA2,DSCC1,0.36148158
FOXP1,NUAK1,0.36153287
OTX2,APBB1,0.361582
GATA6,PPARA,0.3617192
TCF4,ASXL1,0.3618926
MXI1,MLF1IP,0.36193132
OTX2,SEMA6D,0.3623354
SMAD2,SHOX2,0.36237502
DNMT3B,MED16,0.36241293
GATA3,SNRPB,0.3624398
FOXH1,ZKSCAN1,0.36245766
HAND2,HTRA1,0.36265448
GATA6,SLC46A3,0.36267602
BCL11A,TIPARP,0.36268032
OTX2,RIN2,0.36294144
TRIM28,PROM1,0.36296096
KLF5,ECI2,0.36300114
BCL11A,SMG6,0.36307043
DNMT3B,CCDC138,0.36307636
FOXP1,CEP85L,0.36310333
DNMT3B,MCM4,0.36313397
MLLT3,ELAVL2,0.3631391
FOXP1,DUSP10,0.36319336
FOXH1,ANKRD1,0.36322796
BCL11A,SFRP2,0.3633941
TP53,YAF2,0.36351508
BCL11A,TRPS1,0.3636763
KLF5,FBXO5,0.36374927
LEF1,ALPK2,0.36375573
CTNNB1,MEIS2,0.36387584
MLLT3,AEBP1,0.36391076
TRIM28,GATA2,0.36404586
MXI1,PDCD11,0.3640998
TEAD4,ECI2,0.3641228
MLLT3,ARFGAP3,0.36419752
SOX17,AES,0.36423942
JUND,SLC36A4,0.3643323
MLLT3,FLI1,0.36449724
TCF4,FLRT3,0.36450836
GATA6,TRIM2,0.36458582
TRIM28,TWIST1,0.36463022
MLLT3,REV3L,0.36480358
LEF1,ZDHHC21,0.36484355
TCF4,KHDRBS2,0.36485738
CTNNB1,TRIM27,0.36489832
FOXP1,PITX2,0.3648996
BCL11A,TMSB15B,0.36501658
PRDM1,EGF,0.36515215
FOXP1,WDR5,0.36519656
ZFP42,ZNF587,0.36526218
EZH2,SRSF3,0.36538756
FOXP1,WDHD1,0.36545652
KLF5,PRPS2,0.3655041
PRDM1,PDCD11,0.36554456
OTX2,ELMO1,0.36581078
GATA4,DUSP10,0.3658142
SNAI2,GLRX,0.36581433
TEAD4,ELMOD2,0.36587065
GATA4,SNAI1,0.36588946
TRIM28,HIST1H1B,0.36592317
EOMES,PBXIP1,0.36595798
NANOG,ZNF280B,0.36602184
SMAD2,ERCC-00009,0.36610785
TCF4,RRN3,0.3661456
TCF4,SATB2,0.36628315
TCF4,KDR,0.36628634
GATA2,RHOBTB3,0.36629635
GATA6,TADA1,0.3663274
SOX17,PHLDA1,0.3664888
BCL11A,ARFGAP3,0.36649236
TRIM28,RIPPLY1,0.36653787
TFAP2A,CLGN,0.36653993
EGR1,STK38L,0.36660147
HAND2,ZNF512,0.36660412
GATA6,REV3L,0.36675322
GATA4,CHL1,0.36686414
EOMES,TLR4,0.36690027
SMAD2,FLI1,0.3669061
SMAD2,SSFA2,0.3669512
TFAP2A,ISCA1,0.36695954
BCL11A,RNF14,0.3670863
NANOG,RFXANK,0.36716124
SNAI2,SYNC,0.36725557
TCF4,APEX1,0.3673412
FOXH1,WDR3,0.36734524
SMAD2,DPF2,0.3673614
TFAP2A,TADA1,0.3673668
TP53,RAI1,0.36749813
PRDM1,RBM14,0.36762583
TFAP2A,YBX1,0.36763927
TEAD4,ARID4B,0.36764124
SNAI2,SFMBT1,0.3676891
STAT3,ZNF587,0.36770114
FOXH1,EEF1A1,0.36770245
STAT3,CCNB2,0.36777952
EZH2,DKK4,0.36779496
BCL11A,SNX14,0.36788192
BCL11A,TGFBR3,0.36793506
MXI1,RNF14,0.36794516
OTX2,DAAM1,0.36795098
TP53,PDLIM3,0.36800578
GATA4,MME,0.36801818
SMAD2,FST,0.36808547
SOX2,PRTG,0.36817098
GATA3,HLX,0.3682866
SNAI2,ERCC-00022,0.36829904
EZH2,THAP9,0.36831748
CTNNB1,SMAD2,0.36855844
POU5F1,ZNF764,0.3687135
TFAP2A,NFATC3,0.3688045
GATA2,SPP1,0.3688138
SOX17,EGF,0.36890158
MLLT3,RAI1,0.36910844
PRDM1,PRDM14,0.3692826
LEF1,TCOF1,0.3693083
MXI1,KDM6A,0.3693313
HAND2,ERCC-00046,0.36938068
EGR1,GATA6,0.36952206
EGR1,HOXB6,0.36958253
NANOG,LRRCC1,0.3696267
STAT3,MBIP,0.36964747
TFAP2A,MLLT3,0.36969543
JUND,TIPARP,0.36979473
TCF4,CD48,0.3698988
EOMES,RHOBTB3,0.36996236
LEF1,MCM6,0.37037206
MXI1,ZNF219,0.3704334
GATA4,SPIB,0.37043372
PRDM1,NUDT11,0.3704904
HAND2,DEDD2,0.37058088
NANOG,ZRANB2,0.37066233
STAT3,LIMCH1,0.3706844
FOXH1,SOX17,0.37070483
ZFP42,TDRD7,0.37081096
SOX2,CRABP2,0.37096095
PRDM1,TRPS1,0.37103757
GATA6,RNF13,0.37103862
TEAD4,PURA,0.37105024
STAT3,PTGR1,0.3710577
POU5F1,TNFRSF11B,0.37111086
MLLT3,TNC,0.37114984
SMAD2,MCM3,0.37126133
GATA4,CSRP2,0.3713296
HAND2,SPP1,0.37134084
TP53,TRAF6,0.37165242
SOX2,NOC3L,0.37172437
HAND2,ROR2,0.37179512
TCF4,SKIL,0.37187648
KLF5,SNX14,0.37188417
EGR1,SNAI2,0.37193754
ZFP42,KIF23,0.37199
BCL11A,CEP290,0.37204105
TCF4,RUVBL1,0.37208027
MXI1,ST8SIA1,0.3720889
BCL11A,ST3GAL6,0.37216392
SNAI2,HDGF,0.37229502
MXI1,NUSAP1,0.3724091
PRDM1,CDK6,0.37243432
SMAD2,SERTAD2,0.37252864
TFAP2A,C11ORF82,0.37269282
FOXP1,SRSF3,0.3727203
SMAD2,SFPQ,0.37286282
GATA4,SLC35F1,0.372967
POU5F1,PHB2,0.3732965
MLLT3,NR2C1,0.3733617
EOMES,ILF3,0.3734234
GATA6,SF1,0.37343395
JUND,FST,0.3734671
TP53,ZFPM2,0.37346822
DNMT3B,PLAGL1,0.37349525
MXI1,PENK,0.3735012
DNMT3B,PBXIP1,0.37352037
MLLT3,AMIGO2,0.37352082
FOXP1,ZNF488,0.37377334
POU5F1,RSPO3,0.37377757
STAT3,JPH1,0.37379372
TCF4,NEDD9,0.37384036
NANOG,PPPDE1,0.3739199
ZFP42,ANKRD6,0.37407416
TRIM28,SKIL,0.37413
HAND2,DKK4,0.3741384
NANOG,SPIB,0.37417564
OTX2,ZNF398,0.37422353
TCF4,GRPR,0.37426722
TCF4,ZBTB10,0.37431985
DNMT3B,MEIS2,0.37450477
SNAI2,PENK,0.3745178
SMAD2,BCL11B,0.37460613
SOX2,ERCC-00145,0.374651
DNMT3B,KLHL12,0.3746742
BCL11A,E2F3,0.37491304
EZH2,SNAI2,0.3749339
EOMES,RBMX,0.37493694
CTNNB1,SIX6,0.37508598
FOXH1,NFIA,0.37509948
BCL11A,GTF2H2,0.37514
KLF5,HLX,0.37519366
OTX2,GTF2H2,0.37522832
STAT3,APC,0.37531298
LEF1,TRIP13,0.37536004
FOXP1,C11ORF82,0.3754138
GATA6,TRIM28,0.37545136
SNAI2,BNIP3,0.37555596
EZH2,AIP,0.3755986
ZFP42,RIOK1,0.3757901
SOX2,ANKMY2,0.37590098
ZFP42,CBX3,0.3760037
HAND2,LIMD1,0.37602195
TFAP2A,ZIC2,0.37613982
MXI1,TFDP1,0.3762199
POU5F1,TRERF1,0.3762291
EGR1,FOXD3,0.3763847
TEAD4,POLR1A,0.37654692
BCL11A,RBM14,0.3765615
FOXP1,CD48,0.3766812
STAT3,KRCC1,0.37677038
CTNNB1,YPEL5,0.3768206
DNMT3B,DCAF6,0.37691173
TRIM28,TFE3,0.37700546
PRDM1,NANOG,0.37702122
EZH2,ARL4A,0.3771257
CTNNB1,CREB3L4,0.37716585
SNAI2,LIMD1,0.3772713
TP53,ID3,0.3773088
TFAP2A,FN1,0.37738135
NANOG,CALCOCO1,0.37738544
GATA4,GLRX,0.3774159
GATA4,DUSP4,0.3774621
STAT3,PPARA,0.3775072
POU5F1,EPHA4,0.37766865
JUND,ZIC2,0.37767076
GATA3,S1PR3,0.37773436
GATA4,TTK,0.3777408
JUND,MEPE,0.37777674
GATA2,ELOVL2,0.37782466
TRIM28,GPSM2,0.37787384
ZFP42,NFATC1,0.37793708
BCL11A,BCLAF1,0.37820828
MLLT3,CBX3,0.3783402
GATA2,RRAS2,0.3783535
GATA4,ST3GAL6,0.37849447
OTX2,ZNF219,0.37849998
TCF4,PALLD,0.37868205
MXI1,MRPL1,0.3787675
NANOG,ID1,0.3788117
SMAD2,EXO1,0.37887907
OTX2,POU2F1,0.3790084
DNMT3B,OAS1,0.37903318
MLLT3,ZNF30,0.37903634
SMAD2,SMARCD3,0.3790493
GATA4,TRPS1,0.37912
DNMT3B,CDCA7L,0.37926063
TFAP2A,SAMD3,0.37928483
SNAI2,TJP2,0.37932375
POU5F1,DNMT3B,0.37940407
FOXP1,ALG6,0.3795048
EOMES,MYBL2,0.3795057
TCF4,ERCC-00009,0.37959492
JUND,MYBBP1A,0.37973705
CTNNB1,ZEB1,0.37977517
GATA2,PSIP1,0.37979773
GATA6,VASH2,0.37990606
POU5F1,ARL4A,0.37997797
GATA3,CALB1,0.38004658
SOX2,FAM69A,0.38005632
STAT3,CCDC141,0.38018808
FOXP1,ARNT2,0.38025457
DNMT3B,FARSB,0.38058943
BCL11A,RIPPLY1,0.38064668
TP53,SALL3,0.38067347
HAND2,ZHX3,0.38071856
FOXH1,CUX1,0.38072288
SNAI2,SPIB,0.38099152
TCF4,CRX,0.38102558
STAT3,LRAT,0.38105762
TEAD4,PRIM1,0.38123202
TCF4,POU3F1,0.38134044
BCL11A,LMX1B,0.38134515
GATA4,MAFG,0.38147795
STAT3,ERCC-00165,0.3815767
NANOG,GRPR,0.3816834
STAT3,KLHL24,0.3817545
HAND2,OAS1,0.38180685
JUND,FUBP1,0.38182637
KLF5,CCDC80,0.381856
ZFP42,YBX1,0.38190633
TFAP2A,ZNF107,0.38193792
CTNNB1,FLRT3,0.38202098
EOMES,UNC5D,0.3821095
DNMT3B,ELMO1,0.38219112
HAND2,NR3C1,0.38253278
PRDM1,MIA3,0.38282907
TCF4,NKX3-1,0.3828701
KLF5,CCDC138,0.38290125
SOX2,RGS5,0.38298607
OTX2,HIF3A,0.38301718
FOXP1,FOXJ2,0.38301963
POU5F1,PPP1R9A,0.38315588
TP53,LMO3,0.38326827
TEAD4,PCDH7,0.38327515
MLLT3,SNAPC4,0.3833148
SOX17,TEX10,0.3833977
SNAI2,ANKRD28,0.3835926
FOXH1,SOX13,0.38363975
TFAP2A,HDAC9,0.38371247
MLLT3,PER3,0.3839501
MLLT3,ZIC3,0.3840472
TRIM28,TRPS1,0.3840871
GATA2,EGF,0.38410872
SNAI2,CNKSR3,0.38415653
TRIM28,SLITRK2,0.38417637
GATA2,TGFB1,0.38425392
ZFP42,DTL,0.3842631
DNMT3B,DNMT1,0.38426384
MLLT3,WDR35,0.38428968
NANOG,RAI1,0.38444337
HAND2,CCKBR,0.38449806
MLLT3,LUM,0.38461643
ZFP42,CRX,0.3846982
TRIM28,RRAS2,0.38477415
STAT3,SOX7,0.3849873
GATA2,SMAD6,0.3850809
POU5F1,CTNNB1,0.38509834
NANOG,SULF2,0.3851051
KLF5,KDELR3,0.38530225
SNAI2,RNPS1,0.38541737
GATA4,POU2AF1,0.3855237
MXI1,MXD4,0.3856514
GATA6,MCM7,0.3858016
FOXH1,TRERF1,0.38584235
FOXP1,ASXL1,0.38588762
SNAI2,EZH2,0.38595966
BCL11A,BMPR1A,0.3860472
OTX2,ZNF512,0.386138
SMAD2,RORB,0.38614178
BCL11A,TLE1,0.38616553
GATA2,ST8SIA1,0.3861751
GATA2,AFF1,0.3862308
STAT3,THY1,0.38625288
MLLT3,DSCC1,0.38629785
FOXP1,COL4A1,0.3863217
GATA6,NRIP1,0.38641757
SMAD2,ANKRD6,0.38642758
FOXH1,GNG11,0.3864337
CTNNB1,CBFA2T2,0.38647914
BCL11A,SYNC,0.38655287
CTNNB1,PIP4K2A,0.38659883
MLLT3,FOXH1,0.38667303
DNMT3B,RAI1,0.38667566
JUND,GPC3,0.3867714
EOMES,WDHD1,0.38678852
KLF5,LPIN1,0.38680223
TRIM28,KLHL24,0.3868521
KLF5,GABRB3,0.38690472
SNAI2,TP53,0.38691086
KLF5,HOXB4,0.3869185
TEAD4,PLCB4,0.38693675
EGR1,DUSP4,0.38694078
GATA2,SETBP1,0.38697773
SOX2,NFE2L3,0.38707733
EZH2,RALB,0.38710713
FOXH1,SEMA6A,0.38721445
MLLT3,SPP1,0.3872269
GATA2,ITPR2,0.38727486
NANOG,DDHD2,0.38731462
HAND2,ERCC-00112,0.38749576
MLLT3,JUND,0.38759205
JUND,IGDCC4,0.3877991
SOX17,CAMK2D,0.38783503
STAT3,RAD51,0.38784373
TP53,SH3RF1,0.38785586
GATA2,HNRNPD,0.38788307
NANOG,RNF13,0.38795057
JUND,THAP9,0.38801235
TRIM28,SSFA2,0.3880658
EZH2,BCL11B,0.38815087
EOMES,ELAVL2,0.38832396
GATA4,ASNS,0.3883388
STAT3,EEF1A1,0.38847485
MXI1,GATM,0.38847917
TEAD4,SEMA5A,0.38862532
GATA4,MCM5,0.38864434
MXI1,TCOF1,0.38877934
NANOG,ZNF202,0.38893342
SOX2,PNPLA8,0.38909918
EGR1,ILF3,0.389131
PRDM1,TCEA1,0.38913658
DNMT3B,HIST1H1B,0.38918787
GATA3,NCAM1,0.38941032
JUND,ARHGAP42,0.38948375
DNMT3B,SMAD2,0.38948607
STAT3,KLF6,0.38949007
NANOG,PAWR,0.3895407
MXI1,ZNF488,0.38955772
NANOG,NRIP1,0.38971776
LEF1,SH3BGRL2,0.38991335
JUND,RIOK1,0.38994077
FOXP1,SOX4,0.3899799
PRDM1,PHC1,0.3899949
OTX2,DEDD2,0.3900378
SNAI2,TFDP1,0.3900628
OTX2,STIM2,0.3902736
MLLT3,AFF4,0.39036113
TP53,ZNF83,0.39045936
NANOG,AGPAT5,0.39065525
CTNNB1,PLK1,0.39068404
SNAI2,ZNF107,0.39071435
HAND2,TBX3,0.39085063
GATA4,RGS5,0.39097488
GATA2,PLAU,0.39104393
TFAP2A,ETS1,0.39107314
DNMT3B,PRKACB,0.3912902
TRIM28,ZIC3,0.3913678
FOXH1,HOMER1,0.39137566
AR,OTUD6B,0.39137608
MLLT3,PRPS2,0.3914017
EOMES,SPP1,0.39141124
JUND,MTERF,0.39179754
TRIM28,ZNF142,0.3918097
OTX2,PTPRZ1,0.39189044
KLF5,NFIC,0.391909
TP53,COLEC12,0.39202565
NANOG,CSDE1,0.39248395
KLF5,ZDHHC21,0.39254057
SMAD2,YBX1,0.39258417
FOXH1,PPP1R9A,0.39262977
DNMT3B,GCA,0.3926686
GATA2,CEP85L,0.39280888
GATA2,TBC1D4,0.3928135
TEAD4,C3ORF14,0.39283824
BCL11A,NFATC1,0.39290458
GATA3,HNRNPD,0.3929404
SMAD2,ZFHX3,0.39294457
HAND2,PPAPDC1A,0.39315945
MXI1,MIF,0.39357382
GATA3,HTRA1,0.39365256
ZFP42,GSC,0.39374095
STAT3,TMOD1,0.39387414
EOMES,PRIC285,0.3939287
STAT3,C11ORF82,0.3939534
DNMT3B,SLC39A11,0.39398086
STAT3,RTKN2,0.3940685
HAND2,NXT2,0.3940922
BCL11A,NOC3L,0.39414096
EOMES,TMEM131,0.39424348
DNMT3B,ESRP1,0.3944822
KLF5,ZNF516,0.39451265
FOXP1,CCDC138,0.39471173
ZFP42,KIAA1324L,0.39472276
GATA4,ZNF280B,0.39474976
DNMT3B,ZNF488,0.39480078
STAT3,DSCC1,0.39480302
NANOG,RALB,0.39481008
SOX2,NFATC3,0.39485484
JUND,KHSRP,0.39491388
MLLT3,SRC,0.39492434
EOMES,CTNNB1,0.39496905
OTX2,ZHX3,0.39497072
SOX17,CEP55,0.3950675
MLLT3,DDX54,0.39509034
GATA6,GLDC,0.39510077
EGR1,NFKBIB,0.39515147
FOXH1,ANGPT2,0.39518833
BCL11A,ZIC2,0.39522845
MXI1,MATN3,0.3953322
TEAD4,NFE2L3,0.3956508
EZH2,SFRP2,0.39567915
HAND2,CLDN10,0.39569977
GATA2,PARP1,0.39571738
SMAD2,TBX20,0.3957544
CTNNB1,KLHL28,0.3957799
JUND,ZNF516,0.3959535
GATA6,AK4,0.39595643
BCL11A,GABRB3,0.39607158
TRIM28,RAX2,0.39611274
TFAP2A,ITGA5,0.3962638
EGR1,NRIP1,0.3963851
TRIM28,TEX10,0.39652634
FOXH1,ACOX3,0.3966329
SOX17,SMARCD3,0.3967759
FOXP1,SERHL2,0.3968211
CTNNB1,PDE3B,0.39697194
MLLT3,DMBX1,0.3971135
SMAD2,UNC5C,0.39712816
GATA2,RXRG,0.39717573
DNMT3B,DEPDC1B,0.3973819
EOMES,UNC5C,0.3974696
FOXH1,KLF8,0.39753646
STAT3,PHB2,0.3976184
MXI1,PLAU,0.39768434
EZH2,PRKACB,0.3977126
PRDM1,SMAD5,0.39801204
BCL11A,CTSK,0.39804515
LEF1,GABRB2,0.39809263
SMAD2,MBOAT1,0.398201
CTNNB1,SH3BGRL,0.39827535
EZH2,USP44,0.39831528
FOXP1,COL5A2,0.39833605
EGR1,MXI1,0.3984433
GATA3,RBMX,0.39853168
GATA4,SEMA3A,0.39860627
TCF4,SRSF2,0.39861113
LEF1,ANXA3,0.398629
FOXP1,FAM135A,0.39869532
NANOG,ERCC-00022,0.39890224
POU5F1,MCM3,0.39896798
TRIM28,TMF1,0.3990234
OTX2,ETS1,0.3992003
EOMES,MEF2D,0.39925388
KLF5,ERCC-00022,0.39929768
FOXH1,TSPAN12,0.39935437
HAND2,DCAF6,0.3996312
FOXH1,MCM3,0.39963418
HAND2,CDK6,0.39967212
TCF4,NCAM1,0.39967945
GATA4,RMI1,0.3997316
DNMT3B,CCND1,0.39979476
TCF4,U2AF1,0.39987695
PRDM1,DYNC2LI1,0.4001252
BCL11A,CD48,0.40026185
FOXH1,KHDRBS2,0.400297
ZFP42,TIPARP,0.40030348
SNAI2,JUND,0.400323
JUND,GATM,0.4003851
TEAD4,NAA15,0.4004702
BCL11A,ERCC-00043,0.40053877
SOX2,MCM6,0.40061903
SOX2,TRAPPC8,0.40071142
CTNNB1,SH3RF1,0.40071473
FOXH1,GATAD2A,0.40093142
TEAD4,SOS2,0.4010617
JUND,SKA3,0.4011616
JUND,MAFG,0.40128666
CTNNB1,NFKBIB,0.40136313
NANOG,TMEM47,0.40136385
POU5F1,CDC7,0.40139374
SNAI2,NFE2L3,0.40141106
POU5F1,PMAIP1,0.40142864
DNMT3B,DDHD2,0.40150654
BCL11A,DUSP4,0.40154448
KLF5,RHOBTB3,0.40159547
GATA2,PRIC285,0.40164387
HAND2,NRIP1,0.40175578
PRDM1,PRKACB,0.40182313
GATA4,SYNE2,0.4019022
AR,BMP4,0.4019566
EZH2,DSCC1,0.4019633
FOXH1,SYNC,0.40198296
STAT3,MXD4,0.40209585
GATA6,RBM14,0.4022556
MXI1,XRCC6,0.40232193
GATA4,FOXJ1,0.40265265
SMAD2,PMP22,0.4026556
EOMES,RPP40,0.40268007
CTNNB1,CCNB2,0.4027003
PRDM1,WDFY1,0.40281332
CTNNB1,FBXO28,0.40292636
MLLT3,FBN1,0.40300542
GATA6,TMOD1,0.4030357
JUND,KDELR3,0.403085
KLF5,AKAP2,0.40317124
FOXH1,ZNF516,0.40321764
GATA2,COL5A1,0.4032503
MXI1,ELMOD2,0.4032589
